File,Bridge Type,Target URL,Expected Name,Currently Under Heading,Verdict,Expected Location
alternative/simpletiger-alternatives.md,alt-vs,/alternative/jasper-alternatives/,Jasper,3. Omniscient Digital,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/simpletiger-alternatives.md,alt-vs,/alternative/mutiny-alternatives/,Mutiny,3. Omniscient Digital,MISPLACED,paragraph @ 19430-19610
alternative/simpletiger-alternatives.md,neutral,/compare/simpletiger-vs-skale/,Skale,4. Skale,OK,4. Skale
alternative/simpletiger-alternatives.md,alt-vs,/alternative/leadfeeder-alternatives/,Leadfeeder,5. Grow and Convert,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/simpletiger-alternatives.md,alt-vs,/alternative/moz-alternatives/,Moz,7. Foundation Inc,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/single-grain-alternatives.md,alt-vs,/alternative/zoominfo-alternatives/,ZoomInfo,1. Directive Consulting,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/single-grain-alternatives.md,piperocket-vs,/compare/piperocket-vs-directive-consulting/,Directive Consulting,1. Directive Consulting,OK,1. Directive Consulting
alternative/single-grain-alternatives.md,alt-vs,/alternative/klientboost-alternatives/,KlientBoost,3. KlientBoost,OK,3. KlientBoost
alternative/single-grain-alternatives.md,piperocket-vs,/compare/piperocket-digital-vs-klientboost/,KlientBoost,3. KlientBoost,OK,3. KlientBoost
alternative/single-grain-alternatives.md,alt-vs,/alternative/jasper-alternatives/,Jasper,4. Omniscient Digital,MISPLACED,paragraph @ 21531-21785
alternative/sitebulb-alternatives.md,alt-vs,/alternative/ahrefs-alternatives/,Ahrefs,1. Ahrefs Site Audit,OK,1. Ahrefs Site Audit
alternative/sitebulb-alternatives.md,alt-vs,/alternative/zoominfo-alternatives/,ZoomInfo,2. Semrush Site Audit,MISPLACED,paragraph @ 9594-9822
alternative/sitebulb-alternatives.md,neutral,/compare/ahrefs-vs-semrush/,?,2. Semrush Site Audit,UNRESOLVED,could not determine expected competitor name
alternative/sitebulb-alternatives.md,alt-vs,/alternative/botify-alternatives/,Botify,5. Botify,OK,5. Botify
alternative/sitebulb-alternatives.md,alt-vs,/alternative/brightedge-alternatives/,BrightEdge,7. Conductor Website Monitoring (formerly ContentKing),MISPLACED,paragraph @ 26384-26471
alternative/sitebulb-alternatives.md,alt-vs,/alternative/conductor-alternatives/,Conductor,7. Conductor Website Monitoring (formerly ContentKing),OK,7. Conductor Website Monitoring (formerly ContentKing)
alternative/skale-alternatives.md,alt-vs,/alternative/mutiny-alternatives/,Mutiny,3. Omniscient Digital,MISPLACED,paragraph @ 15972-16308
alternative/skale-alternatives.md,alt-vs,/alternative/jasper-alternatives/,Jasper,3. Omniscient Digital,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/skale-alternatives.md,alt-vs,/alternative/leadfeeder-alternatives/,Leadfeeder,5. Grow and Convert,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/skale-alternatives.md,neutral,/compare/simpletiger-vs-skale/,SimpleTiger,6. SimpleTiger,OK,6. SimpleTiger
alternative/skale-alternatives.md,alt-vs,/alternative/moz-alternatives/,Moz,8. Foundation Inc,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/skale-alternatives.md,alt-vs,/alternative/zoominfo-alternatives/,ZoomInfo,9. Optimist,MISPLACED,paragraph @ 44480-44736
alternative/skale-alternatives.md,alt-vs,/alternative/semrush-alternatives/,Semrush,9. Optimist,MISPLACED,paragraph @ 46120-46324
alternative/surfer-seo-alternatives.md,neutral,/compare/surfer-seo-vs-frase/,Frase,(before any heading),MISPLACED,2. Frase.io
alternative/surfer-seo-alternatives.md,alt-vs,/alternative/clearscope-alternatives/,Clearscope,1. Clearscope,OK,1. Clearscope
alternative/surfer-seo-alternatives.md,alt-vs,/alternative/ahrefs-alternatives/,Ahrefs,2. Frase.io,MISPLACED,paragraph @ 11427-11691
alternative/surfer-seo-alternatives.md,alt-vs,/alternative/semrush-alternatives/,Semrush,2. Frase.io,MISPLACED,paragraph @ 11427-11691
alternative/surfer-seo-alternatives.md,alt-vs,/alternative/frase-alternatives/,Frase,2. Frase.io,OK,2. Frase.io
alternative/surfer-seo-alternatives.md,alt-vs,/alternative/marketmuse-alternatives/,MarketMuse,3. MarketMuse,OK,3. MarketMuse
alternative/ubersuggest-alternatives.md,neutral,/compare/mangools-vs-ubersuggest/,Mangools,(before any heading),MISPLACED,5. Mangools
alternative/ubersuggest-alternatives.md,neutral,/compare/ahrefs-vs-ubersuggest/,Ahrefs,(before any heading),MISPLACED,2. Ahrefs
alternative/ubersuggest-alternatives.md,alt-vs,/alternative/semrush-alternatives/,Semrush,1. Semrush,OK,1. Semrush
alternative/ubersuggest-alternatives.md,alt-vs,/alternative/ahrefs-alternatives/,Ahrefs,2. Ahrefs,OK,2. Ahrefs
alternative/ubersuggest-alternatives.md,alt-vs,/alternative/moz-alternatives/,Moz,4. Moz Pro,OK,4. Moz Pro
alternative/ubersuggest-alternatives.md,alt-vs,/alternative/mangools-alternatives/,Mangools,5. Mangools,OK,5. Mangools
alternative/ubersuggest-alternatives.md,alt-vs,/alternative/serpstat-alternatives/,Serpstat,6. Serpstat,OK,6. Serpstat
alternative/unbounce-alternatives.md,neutral,/compare/leadpages-vs-unbounce/,Leadpages,(before any heading),MISPLACED,3. Leadpages
alternative/unbounce-alternatives.md,neutral,/compare/unbounce-vs-instapage/,Instapage,(before any heading),MISPLACED,1. Instapage
alternative/unbounce-alternatives.md,alt-vs,/alternative/convert-alternatives/,Convert,1. Instapage,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/unbounce-alternatives.md,alt-vs,/alternative/instapage-alternatives/,Instapage,1. Instapage,OK,1. Instapage
alternative/unbounce-alternatives.md,alt-vs,/alternative/leadpages-alternatives/,Leadpages,3. Leadpages,OK,3. Leadpages
alternative/unbounce-alternatives.md,alt-vs,/alternative/optimizely-alternatives/,Optimizely,4. Webflow,MISPLACED,paragraph @ 19235-19512
alternative/unbounce-alternatives.md,alt-vs,/alternative/vwo-alternatives/,VWO,4. Webflow,MISPLACED,paragraph @ 19235-19512
alternative/vwo-alternatives.md,neutral,/compare/vwo-vs-convert/,Convert,(before any heading),MISPLACED,5. Convert.com
alternative/vwo-alternatives.md,alt-vs,/alternative/convert-alternatives/,Convert,5. Convert.com,OK,5. Convert.com
alternative/vwo-alternatives.md,alt-vs,/alternative/ab-tasty-alternatives/,AB Tasty,7. AB Tasty,OK,7. AB Tasty
alternative/webfx-alternatives.md,alt-vs,/alternative/zoominfo-alternatives/,ZoomInfo,1. Directive Consulting,FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/webfx-alternatives.md,alt-vs,/alternative/directive-consulting-alternatives/,Directive Consulting,1. Directive Consulting,OK,1. Directive Consulting
alternative/webfx-alternatives.md,piperocket-vs,/compare/piperocket-vs-directive-consulting/,Directive Consulting,1. Directive Consulting,OK,1. Directive Consulting
alternative/webfx-alternatives.md,alt-vs,/alternative/klientboost-alternatives/,KlientBoost,3. KlientBoost,OK,3. KlientBoost
alternative/webfx-alternatives.md,piperocket-vs,/compare/piperocket-digital-vs-klientboost/,KlientBoost,3. KlientBoost,OK,3. KlientBoost
alternative/webfx-alternatives.md,alt-vs,/alternative/ubersuggest-alternatives/,Ubersuggest,6. NP Digital,MISPLACED,paragraph @ 28983-29281
alternative/zoominfo-alternatives.md,neutral,/compare/clearbit-vs-zoominfo/,ZoomInfo,(before any heading),MISPLACED,paragraph @ 2-165
alternative/zoominfo-alternatives.md,neutral,/compare/clearbit-vs-lusha/,Clearbit,(before any heading),FALSE-POSITIVE,fixed matcher finds NO valid location at all now
alternative/zoominfo-alternatives.md,neutral,/compare/seamless-ai-vs-zoominfo/,Seamless.AI,(before any heading),MISPLACED,5. Seamless.AI
alternative/zoominfo-alternatives.md,neutral,/compare/clay-vs-apollo/,Clay,(before any heading),MISPLACED,4. Clay
alternative/zoominfo-alternatives.md,neutral,/compare/apollo-vs-zoominfo/,Apollo,(before any heading),MISPLACED,1. Apollo.io
alternative/zoominfo-alternatives.md,alt-vs,/alternative/apollo-alternatives/,Apollo,1. Apollo.io,OK,1. Apollo.io
alternative/zoominfo-alternatives.md,alt-vs,/alternative/cognism-alternatives/,Cognism,2. Cognism,OK,2. Cognism
alternative/zoominfo-alternatives.md,alt-vs,/alternative/lusha-alternatives/,Lusha,3. Lusha,OK,3. Lusha
alternative/zoominfo-alternatives.md,alt-vs,/alternative/bombora-alternatives/,Bombora,8. Lead411,MISPLACED,paragraph @ 33708-33952
list/best-aeo-agency.md,alt-vs,/alternative/single-grain-alternatives/,Single Grain,4. Single Grain,OK,4. Single Grain
list/best-ai-seo-agencies.md,alt-vs,/alternative/simpletiger-alternatives/,SimpleTiger,3. SimpleTiger,OK,3. SimpleTiger
list/best-ai-seo-agencies.md,alt-vs,/alternative/skale-alternatives/,Skale,5. Skale,OK,5. Skale
list/best-b2b-content-marketing-agencies.md,alt-vs,/alternative/animalz-alternatives/,Animalz,1. Animalz,OK,1. Animalz
list/best-b2b-demand-generation-agencies.md,alt-vs,/alternative/refine-labs-alternatives/,Refine Labs,1. Refine Labs,OK,1. Refine Labs
list/best-b2b-seo-agencies.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,7. Kalungi,OK,7. Kalungi
list/best-cybersecurity-marketing-agencies.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,10. Kalungi,OK,10. Kalungi
list/best-devtools-marketing-agencies.md,alt-vs,/alternative/animalz-alternatives/,Animalz,6. Animalz,OK,6. Animalz
list/best-devtools-marketing-agencies.md,alt-vs,/alternative/refine-labs-alternatives/,Refine Labs,10. Refine Labs,OK,10. Refine Labs
list/best-geo-agencies.md,alt-vs,/alternative/single-grain-alternatives/,Single Grain,6. Single Grain,OK,6. Single Grain
list/best-geo-agencies.md,alt-vs,/alternative/animalz-alternatives/,Animalz,7. Animalz,OK,7. Animalz
list/best-geo-agencies.md,alt-vs,/alternative/simpletiger-alternatives/,SimpleTiger,8. SimpleTiger,OK,8. SimpleTiger
list/best-legaltech-marketing-agencies.md,alt-vs,/alternative/skale-alternatives/,Skale,6. Skale,OK,6. Skale
list/best-linkedin-marketing-agencies.md,alt-vs,/alternative/refine-labs-alternatives/,Refine Labs,10. Refine Labs,OK,10. Refine Labs
list/best-martech-marketing-agencies.md,alt-vs,/alternative/refine-labs-alternatives/,Refine Labs,3. Refine Labs,OK,3. Refine Labs
list/best-martech-marketing-agencies.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,9. Kalungi,OK,9. Kalungi
list/best-reddit-ads-agencies.md,alt-vs,/alternative/single-grain-alternatives/,Single Grain,5. Single Grain,OK,5. Single Grain
list/best-saas-content-marketing-agencies.md,alt-vs,/alternative/animalz-alternatives/,Animalz,3. Animalz,OK,3. Animalz
list/best-saas-growth-marketing-agencies.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,4. Kalungi,OK,4. Kalungi
list/best-saas-growth-marketing-agencies.md,alt-vs,/alternative/single-grain-alternatives/,Single Grain,6. Single Grain,OK,6. Single Grain
list/best-saas-growth-marketing-agencies.md,alt-vs,/alternative/powered-by-search-alternatives/,Powered by Search,8. Powered by Search,OK,8. Powered by Search
list/best-saas-llmo-agencies.md,alt-vs,/alternative/skale-alternatives/,Skale,6. Skale,OK,6. Skale
list/best-saas-marketing-agencies-2026.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,4. Kalungi,OK,4. Kalungi
list/best-saas-marketing-agencies-2026.md,alt-vs,/alternative/refine-labs-alternatives/,Refine Labs,5. Refine Labs,OK,5. Refine Labs
list/best-saas-marketing-agencies-2026.md,alt-vs,/alternative/simpletiger-alternatives/,SimpleTiger,8. SimpleTiger,OK,8. SimpleTiger
list/best-saas-marketing-agencies-2026.md,alt-vs,/alternative/animalz-alternatives/,Animalz,9. Animalz,OK,9. Animalz
list/best-saas-ppc-agencies.md,alt-vs,/alternative/powered-by-search-alternatives/,Powered by Search,4. Powered by Search,OK,4. Powered by Search
list/best-saas-ppc-agencies.md,alt-vs,/alternative/single-grain-alternatives/,Single Grain,8. Single Grain,OK,8. Single Grain
list/best-saas-seo-agencies.md,alt-vs,/alternative/kalungi-alternatives/,Kalungi,9. Kalungi,OK,9. Kalungi
list/best-saas-seo-agencies.md,alt-vs,/alternative/simpletiger-alternatives/,SimpleTiger,11. Simple Tiger,OK,11. Simple Tiger
list/best-saas-seo-agencies.md,alt-vs,/alternative/powered-by-search-alternatives/,Powered by Search,12. Powered by Search,OK,12. Powered by Search
blogs/how-to-write-saas-seo-content-with-ai-that-actually-ranks.md,neutral,/compare/jasper-vs-copy-ai/,Jasper,(before any heading),FALSE-POSITIVE,fixed matcher finds NO valid location at all now
blogs/optimize-saas-landing-pages-for-seo.md,neutral,/compare/hotjar-vs-fullstory/,Hotjar,(before any heading),MISPLACED,paragraph @ 11738-11857
blogs/saas-seo.md,neutral,/compare/marketmuse-vs-clearscope/,MarketMuse,(before any heading),FALSE-POSITIVE,fixed matcher finds NO valid location at all now
